243;3551702;Sertãozinho;SP;125815;/wiki/Sert%C3%A3ozinho_(S%C3%A3o_Paulo)
244;3525003;Jandira;SP;124937;/wiki/Jandira
245;3202405;Guarapari;ES;124859;/wiki/Guarapari
246;1501303;Barcarena;PA;124680;/wiki/Barcarena_(Par%C3%A1)
247;3506508;Birigui;SP;123638;/wiki/Birigui
248;3543303;Ribeirão Pires;SP;123393;/wiki/Ribeir%C3%A3o_Pires
249;4101507;Arapongas;PR;123027;/wiki/Arapongas
250;2103307;Codó;MA;122859;/wiki/Cod%C3%B3
251;3201506;Colatina;ES;122499;/wiki/Colatina
252;3557006;Votorantim;SP;122480;/wiki/Votorantim
253;2107506;Paço do Lumiar;MA;122197;/wiki/Pa%C3%A7o_do_Lumiar
254;3505500;Barretos;SP;122098;/wiki/Barretos
255;3511102;Catanduva;SP;121862;/wiki/Catanduva
256;3556503;Várzea Paulista;SP;121838;/wiki/V%C3%A1rzea_Paulista
257;3518404;Guaratinguetá;SP;121798;/wiki/Guaratinguet%C3%A1
258;3554003;Tatuí;SP;121766;/wiki/Tatu%C3%AD
259;5208004;Formosa;GO;121617;/wiki/Formosa_(Goi%C3%A1s)
260;3510500;Caraguatatuba;SP;121532;/wiki/Caraguatatuba
261;5008305;Três Lagoas;MS;121388;/wiki/Tr%C3%AAs_Lagoas
262;1600600;Santana;AP;121364;/wiki/Santana_(Amap%C3%A1)
263;4301602;Bagé;RS;121143;/wiki/Bag%C3%A9
264;3523404;Itatiba;SP;120858;/wiki/Itatiba
265;4302105;Bento Gonçalves;RS;120454;/wiki/Bento_Gon%C3%A7alves_(Rio_Grande_do_Sul)
266;3131703;Itabira;MG;120060;/wiki/Itabira
267;3545209;Salto;SP;118663;/wiki/Salto_(S%C3%A3o_Paulo)
268;4100400;Almirante Tamandaré;PR;118623;/wiki/Almirante_Tamandar%C3%A9_(Paran%C3%A1)
269;2924009;Paulo Afonso;BA;117782;/wiki/Paulo_Afonso
270;3539806;Poá;SP;117452;/wiki/Po%C3%A1
271;3103504;Araguari;MG;117267;/wiki/Araguari
272;2606804;Igarassu;PE;117019;/wiki/Igarassu
273;5215231;Novo Gama;GO;115711;/wiki/Novo_Gama
274;3169901;Ubá;MG;115552;/wiki/Ub%C3%A1
275;5220454;Senador Canedo;GO;115371;/wiki/Senador_Canedo
276;3147907;Passos;MG;114679;/wiki/Passos_(Minas_Gerais)
277;1500602;Altamira;PA;114594;/wiki/Altamira
278;1303403;Parintins;AM;114273;/wiki/Parintins
279;1508100;Tucuruí;PA;113659;/wiki/Tucuru%C3%AD
280;3534708;Ourinhos;SP;113542;/wiki/Ourinhos
281;2910727;Eunápolis;BA;113380;/wiki/Eun%C3%A1polis
282;2613701;São Lourenço da Mata;PE;113230;/wiki/S%C3%A3o_Louren%C3%A7o_da_Mata
283;1505502;Paragominas;PA;113145;/wiki/Paragominas
284;4119509;Piraquara;PR;113036;/wiki/Piraquara
285;2100055;Açailândia;MA;112445;/wiki/A%C3%A7ail%C3%A2ndia
286;4128104;Umuarama;PR;111557;/wiki/Umuarama
287;5003207;Corumbá;MS;111435;/wiki/Corumb%C3%A1
288;3119401;Coronel Fabriciano;MG;109855;/wiki/Coronel_Fabriciano
289;3536505;Paulínia;SP;109424;/wiki/Paul%C3%ADnia
290;5205109;Catalão;GO;108823;/wiki/Catal%C3%A3o_(Goi%C3%A1s)
291;3143906;Muriaé;MG;108763;/wiki/Muria%C3%A9
292;2612505;Santa Cruz do Capibaribe;PE;107937;/wiki/Santa_Cruz_do_Capibaribe
293;1100023;Ariquemes;RO;107863;/wiki/Ariquemes
294;2510808;Patos;PB;107605;/wiki/Patos
295;4103701;Cambé;PR;106533;/wiki/Camb%C3%A9
296;1507953;Tailândia;PA;106339;/wiki/Tail%C3%A2ndia_(Par%C3%A1)
297;3104007;Araxá;MG;106229;/wiki/Arax%C3%A1
298;4307005;Erechim;RS;105862;/wiki/Erechim
299;4218707;Tubarão;SC;105686;/wiki/Tubar%C3%A3o_(Santa_Catarina)
300;2101202;Bacabal;MA;104949;/wiki/Bacabal
301;3302270;Japeri;RJ;104768;/wiki/Japeri
302;5211503;Itumbiara;GO;104742;/wiki/Itumbiara
303;3134202;Ituiutaba;MG;104671;/wiki/Ituiutaba
304;3305208;São Pedro da Aldeia;RJ;104476;/wiki/S%C3%A3o_Pedro_da_Aldeia
305;2803500;Lagarto;SE;104408;/wiki/Lagarto_(Sergipe)
306;3504008;Assis;SP;104386;/wiki/Assis_(S%C3%A3o_Paulo)
307;3138203;Lavras;MG;103773;/wiki/Lavras
308;5107958;Tangará da Serra;MT;103750;/wiki/Tangar%C3%A1_da_Serra
309;3526704;Leme;SP;103391;/wiki/Leme
310;3302205;Itaperuna;RJ;103224;/wiki/Itaperuna
311;1501808;Breves;PA;102701;/wiki/Breves
312;3145208;Nova Serrana;MG;102693;/wiki/Nova_Serrana
313;2305506;Iguatu;CE;102498;/wiki/Iguatu_(Cear%C3%A1)
314;2412005;São Gonçalo do Amarante;RN;102400;/wiki/S%C3%A3o_Gon%C3%A7alo_do_Amarante_(Rio_Grande_do_Norte)
315;3522109;Itanhaém;SP;101816;/wiki/Itanha%C3%A9m
316;2928703;Santo Antônio de Jesus;BA;101512;/wiki/Santo_Ant%C3%B4nio_de_Jesus
317;3509007;Caieiras;SP;101470;/wiki/Caieiras
318;1301902;Itacoatiara;AM;101337;/wiki/Itacoatiara
319;1503606;Itaituba;PA;101247;/wiki/Itaituba
320;3200607;Aracruz;ES;101220;/wiki/Aracruz
321;5211909;Jataí;GO;100882;/wiki/Jata%C3%AD_(Goi%C3%A1s)
322;3300308;Barra do Piraí;RJ;100374;/wiki/Barra_do_Pira%C3%AD
323;4107652;Fazenda Rio Grande;PR;100209;/wiki/Fazenda_Rio_Grande
324;3528502;Mairiporã;SP;100179;/wiki/Mairipor%C3%A3
325;2600054;Abreu e Lima;PE;99990;/wiki/Abreu_e_Lima
326;1100304;Vilhena;RO;99854;/wiki/Vilhena
327;4309308;Guaíba;RS;98143;/wiki/Gua%C3%ADba
328;1302504;Manacapuru;AM;97377;/wiki/Manacapuru
329;2501807;Bayeux;PB;96880;/wiki/Bayeux
330;3132404;Itajubá;MG;96869;/wiki/Itajub%C3%A1
331;4126256;Sarandi;PR;96688;/wiki/Sarandi_(Paran%C3%A1)
332;2932903;Valença;BA;96562;/wiki/Valen%C3%A7a_(Bahia)
333;2607208;Ipojuca;PE;96204;/wiki/Ipojuca
